fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,color
5.846088489325697,0.5363107451324061,0.17801264133224248,1.2609936793338787,0.033659620760032725,13.730442446628487,74.78012641332242,0.9901880976052089,3.355179773868412,0.5634037923996728,11.86310745132406,1
7.002713249380625,0.5469524722853359,0.16196222796241405,3.3377903777871873,0.07145930125929063,26.141957808628906,47.628391561725785,0.995745135662469,3.485741265741133,0.5251356624690313,10.445930125929062,0
7.131595164168091,0.3280743197318455,0.3147341393053182,10.901703933699272,0.03807021147592909,15.894682786106364,65.78936557221273,0.9937667009021327,3.2347341393053184,0.3964894262035455,11.42978852407091,1
6.540000990910913,0.6293333993940609,0.2520002972732739,1.359999009089087,0.03533330030296957,16.13334489396065,76.0,0.9901279942527167,3.2293329039386043,0.5680001981821825,12.233337462128803,1
6.330005587158277,0.6153337058105518,0.18900167614748337,1.569994412841722,0.04233314709472407,13.683398516846577,76.0,0.991345967594482,3.320330912231413,0.5260011174316556,11.358356613159492,1
8.27040760227438,0.47215761071376605,0.3376820634744748,5.988410317372374,0.05754375021098464,3.3279891396080274,10.491983709412041,0.9958797527235373,3.3013192940745215,0.5616399456980402,11.836005430195986,0
5.27645683662362,0.43785881269570326,0.2997868709666588,1.520179854322611,0.043853147450645696,8.483183454731158,65.0,0.9914382751737915,3.5810989198774363,0.4585314745064569,12.616816545268842,0
6.509317352053368,0.7158394984907258,0.08635608826488773,3.3169741223820366,0.1025940942833713,15.821955867556134,31.364391173511226,0.9966833948244764,3.5072878234702247,0.6335608826488773,11.0,0
6.103311272222714,0.35619867633336283,0.47446357811118006,1.0033112722227144,0.055521857344551756,8.173509822218284,65.82649017778172,0.9900135894948922,3.2193377455554573,0.3851258325557229,11.686754911109142,1
6.4,0.27,0.19,1.9227423681541098,0.0847725763184589,21.0,194.8628815922945,0.99516,3.49,0.6377257631845891,9.522742368154109,1
6.087411225388079,1.0639121794458273,0.171749522971126,4.362233676164238,0.03283214967184105,7.874112253880792,109.0,0.9906102130590686,3.3575532647671524,0.46832149671841056,12.370626192572185,1
7.357791375434138,0.32909207439220733,0.2635705129775514,2.2100611894536195,0.03383805354595522,15.211043122829311,144.6883449826345,0.9915435833312919,3.0384417249131723,0.6331165501736551,11.409079256077927,1
6.994783128631333,0.27053634453678865,0.27791325145253293,3.4420281189477793,0.05952755009683553,14.421746929469986,84.84202811894778,0.9946739156431567,3.042130720747233,0.5147538138314885,9.515797188105221,0
7.053286614288973,0.4576336377119387,0.2522348977165023,5.394127557087441,0.047309376371239505,27.519719685733843,142.0,0.9945911478728235,3.2686853542844103,0.4448028031426616,9.811831811440307,1
6.387381964790964,0.6020392385817599,0.2553402806844234,1.2223298596577883,0.0313397915794673,16.436909823954817,75.55340280684423,0.9895617437264561,3.2314555509049225,0.586602084205327,12.5203923858176,1
5.973928926579301,0.29370582385752686,0.32780256696908605,1.8575419541330644,0.03541154981686828,6.383613027553763,61.76722605510753,0.9904096841009745,3.415083908266129,0.382197433030914,12.372625862399193,0
6.7904883036494965,0.7354112424524806,0.02904883036494965,2.461439473284547,0.09309511696350503,3.580976607298993,12.709511696350503,0.9956368123098394,3.5967609357080406,0.6141902339270101,11.412853508905151,0
7.5738312433902,0.9124549599637507,0.0956385405650333,2.2277879135820933,0.0659289623810236,19.4523375132196,48.452337513219604,0.9971504047892431,3.3008722918869933,0.5426978335095947,9.626978335095947,0
7.860778973820229,0.3155948068411985,0.3554649778711604,5.320259657940076,0.04179740342059923,22.96467384292137,65.8810386317603,0.9920043840402067,2.9991636478883894,0.45845712474681677,11.895169094591756,1
9.894056468581056,0.3826355878589479,0.7537982932896854,4.670282342905278,0.04938242941427368,18.85271175717896,122.08785292863159,0.9965705423514358,3.0397158238555786,0.5788372945692625,10.052971765709472,1
8.306756337866307,0.2793243662133692,0.3306756337866308,4.115577094527166,0.04841038472968478,16.94025648645652,103.05974351354348,0.9941686268419239,3.0947012824322826,0.6082858932448916,10.56415389187391,1
7.714283517129584,0.5869050457040955,0.18904776552469446,7.009514654706596,0.04190477655246944,12.285708792823957,59.28570879282396,0.9956952388276235,3.1542862086458436,0.35238135519290975,9.5,1
6.961622714571554,0.48383772854284457,0.002767545708568918,2.1354239334667255,0.06819926980704653,6.907748476381036,13.907748476381036,0.9951524722105124,3.4239853961409303,0.5836900609447585,10.826198781104829,0
9.04344471002559,0.4057728220533833,0.3841291766259597,1.1152635237148125,0.051197623285996544,15.0,59.82583532519193,0.9933882552679634,3.028492939363804,0.33675129261572334,10.4,0
8.035552993801533,0.37655616397213587,0.3264447006198467,1.1183338136622125,0.03291111751549617,4.455558757748084,55.911117515496166,0.9916017834136366,2.9737782260847316,0.42022292670457845,10.944441242251916,1
6.988152547179415,0.3663050943588298,0.28265083015410636,1.355423584617553,0.04669678018973564,7.763050943588298,119.35542358461755,0.9923296186320514,2.9905220377435318,0.3431728678976383,10.135542358461755,1
7.068842268765668,0.44643356648871924,0.26281274276065414,5.129681430983648,0.04640714841159127,27.61305361259401,142.0,0.9944309246317136,3.262463092493733,0.44386946387405996,9.867832167556404,1
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,1
7.778030386900749,0.7497285682027937,0.09417932787531236,1.5373738492009994,0.07674747698401999,8.406565376997502,20.89015193450375,0.9964109848065497,3.1967045580351123,0.899002439984238,9.437373849200998,0
6.350045785458562,0.2857299835857928,0.3507162479482241,7.928283634260465,0.04314324958964475,40.85766611952643,201.0,0.9945713500820711,3.118567504103552,0.5150137356375687,10.24288330597632,1
8.54265059838932,0.584180724323805,0.3653493974395995,1.8038554272146858,0.08061927734462748,15.0,56.0698794879199,0.9965495180976673,3.2475903632046728,0.5182891580838717,10.4,0
6.805074017113038,0.6932029102121855,0.24822409401043655,3.1517968374261347,0.04794925982886961,9.974629914434807,57.126850427825964,0.9959492598288696,3.360507401711304,0.5187314957217404,9.515222051339116,1
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,1
7.4447473302035325,1.0770137895149283,0.08894946604070644,3.2795711768385205,0.08738131674491169,5.0,12.13813167449117,0.9959657580093895,3.522042882316148,0.5958560497652649,11.172373665101766,0
5.550779917587983,0.7831646354371672,0.017968803296480675,1.06953204944721,0.04059376065929613,34.94142090653219,90.50779917587982,0.9918832858867939,3.391993053567811,0.4359376065929613,10.720311967035194,0
9.513722159104425,0.7633043465948675,0.23116719696943952,2.785804166680826,0.08964510416702065,11.139589962117993,86.55835984847198,0.9992132484848896,3.3769558143951626,0.5646214204562833,10.797476136375222,0
6.7,0.34869567394364476,0.3032703175750183,9.428922230251281,0.04151417854562088,9.663515878750914,175.50472618187362,0.9952528922230252,3.4095273818126373,0.5213988496938278,11.063515878750916,1
7.6,0.5447018725750175,0.13596326339998188,9.847937140750627,0.09187615695500467,22.2660543899997,176.66743201250037,0.9980405969697502,3.3266513597499925,0.45199540792499776,9.193119036499894,1
7.53544605491798,0.2358861513729495,0.2622466720252761,13.507286903312693,0.06073738325512218,39.794307568647476,198.60758990847003,0.9967943075686475,3.068227697254101,0.4758861513729495,9.920569243135253,1
6.351531369638222,0.390939793816131,0.5003062739276445,1.4546989690806549,0.13512355817271765,5.234424153202807,68.68743446239625,0.9926625131075207,3.199387452144711,0.5231256553760375,10.334424153202807,0
6.752084798397644,0.4092266509249739,0.49312368144212015,1.2440484562272254,0.07792569360669897,10.241090265112568,151.0,0.9932880969124545,3.0827975771886384,0.57,9.391963657829582,1
10.447392631777692,0.5893424078972211,0.4824376908180431,2.0917800987152644,0.07003287960513895,14.049319407708415,46.917800987152646,0.9990424606910069,3.301150786179863,0.5586848157944423,9.590136118458316,0
6.84277911179394,0.21571601973791246,0.3000060690826936,2.128398026208755,0.03885861677722559,23.285800986895623,111.0,0.9933497875821057,3.3557160197379123,0.5799817927519193,10.428640789516498,1
6.271658140879038,0.35081811605056346,0.1640321397230654,3.6940102309451537,0.055536888337145,26.313367436483848,112.65668371824192,0.9935447114659361,3.1180642794461306,0.3914974422637115,9.371658140879038,1
6.490178886016205,0.7704910556991899,0.011607155440648177,1.9258926683902775,0.07044643989658336,6.0,12.419642227967591,0.9962685710258993,3.5667856891187033,0.6216071554406482,9.97098211139838,0
6.9037809717512495,0.3911243415997135,0.3993035052037173,4.5944280416297385,0.02210546921200852,5.0,19.0,0.9915092733307163,3.3099801001486777,0.3701392989592565,12.59403004460329,0
6.7,0.43669524298776896,0.2879660446977793,8.357623128844551,0.04495763994299966,8.898302234888966,176.65254664766655,0.9951457623128844,3.294745335233345,0.4563556899655621,10.298302234888967,1
7.594908868052239,0.3259270944417917,0.36101822638955205,2.1865492431119264,0.034076366979216406,26.203645277910415,171.71998774287317,0.9943770899062351,3.410581405896643,0.4835637923634323,10.525455659738801,1
7.069292506078778,0.3775930010420762,0.5695842523446715,10.613275008683969,0.04585484977421674,68.31947507815572,187.3194750781557,0.9975253100034737,3.093070749392122,0.5049379993052825,8.674689996526412,1
7.275753798294652,0.4439446823874875,0.173329178124117,1.840892092325933,0.0723957148015136,15.621231008526742,147.96984806821393,0.9927167206843865,3.0548492403410696,0.6003015193178607,10.260553176125125,1
7.2,0.5929570379292807,0.09660877506604319,1.4339122493395682,0.08156489973582726,21.947897559438868,152.98263251981297,0.9945864442328591,3.1559140758585613,0.5105210244056113,9.530438753302159,1
6.920408216000938,0.21399092853331247,0.2939682498665937,2.3009071466687523,0.03739228925331561,23.199546426665623,111.0,0.9935611112546692,3.3539909285333125,0.598095250400219,10.359637141332499,1
9.508773750998651,0.6016614852823687,0.3792158898174963,2.5081519848829084,0.08049533675413192,15.749222792355322,46.41692573588156,0.9982253886038224,3.276677029435262,0.530846286794078,9.425077720764468,0
11.595467361776848,0.2568449087667889,0.44391644944473546,10.473618795441592,0.03591749348334207,15.639164494447355,123.12783289888947,0.9993292845932206,2.9376699739333683,0.5448866840444212,9.725566579777894,1
5.475691678685464,0.3757684293929824,0.2633248054769424,1.945466174349624,0.04215240670013784,6.96977449566416,62.93954899132832,0.9914940828169787,3.5909323486992477,0.4466751945230576,12.636398523048872,0
6.23048975419313,0.3127132684355153,0.21169234120155536,3.4609795083862602,0.03888112192741412,5.288112192741412,85.86433657822424,0.9922094136018289,3.2972867315644847,0.423048975419313,11.24069902653273,1
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,1
8.270676237316614,0.7975958284652036,0.14750700891536056,2.5800560713228844,0.06023465293567397,5.0,19.0,0.9948617638241555,3.3027859145404386,0.42049859821692787,10.435774362131662,0
7.133753418944353,0.41210479564533053,0.18506301284165294,4.250582198029614,0.03145780822631956,5.686712339479338,33.313287660520665,0.9915797287764786,3.0809602750795313,0.3943356169739669,11.502424652892287,1
7.218971859342288,0.36321746062979776,0.26252958124563835,3.6471154438067015,0.03440236649965107,9.787352093771808,101.7873520937718,0.9932126479062282,3.0127588743736915,0.8153439396920797,11.493676046885904,1
6.542377503696338,0.605171282682331,0.16949296990510565,2.6203493833167606,0.046067831277722536,9.033915638861268,56.355943759240844,0.994502569240235,3.363220281203796,0.4749160631468592,10.047447804645282,1
7.260791362093212,0.3832302166167132,0.15129496345118545,0.9512949634511856,0.032461151096464386,32.017266179349136,95.0,0.9915303597076095,2.9638345328939333,0.3798273382065086,10.446115109646444,1
6.421296658020366,0.37775133308629616,0.5131349981472213,1.3437833271574042,0.13019449870305488,4.775133308629617,69.67460007411115,0.9923526466394926,3.155740668395927,0.4997619977766656,10.246163349390748,1
6.09154822143432,0.4072176383964501,0.4215497469975855,1.0007030435777522,0.03794360395745329,9.274644664302961,65.18309644286865,0.9899176692772506,3.2500703043577754,0.37288705535858,11.852819802127335,0
8.998997502218145,0.6993166528185719,0.22688126561113658,3.468812656111366,0.08848496253327219,11.688126561113659,85.65593671944318,0.9986603696922135,3.2786121565549955,0.5849498751109073,10.680686094997707,0
6.233983142873711,0.2292448190472509,0.347356866665378,0.7755180952749137,0.05035809619016324,23.962240952362542,111.0,0.9916925096667119,3.369244819047251,0.43792940000386593,10.969792761890034,1
7.653702545087699,0.46724564554167125,0.36462974549123,1.1899307727960562,0.03386574363728075,4.9328718186403755,56.86574363728075,0.992441854400807,3.040602054609652,0.5252318001008826,10.467128181359625,1
8.079763965779884,0.5811905586311954,0.1703575138403792,2.2238111726239076,0.08031748230165209,17.0,44.07937057541302,0.9966396852877065,3.312817309176142,0.49559527931559766,9.155952793155977,0
6.4,0.27,0.19,1.9508580424931519,0.08449141957506849,21.0,193.4570978753424,0.99516,3.49,0.6349141957506849,9.550858042493152,1
7.231623808022865,0.991367379226295,0.011225079465142318,4.3341880959885675,0.09643874602674285,5.0,13.438746026742884,0.9968245015893029,3.5065241258834345,0.5568376191977135,10.868376191977134,0
7.4572657436779295,0.27170363554791277,0.25659272890417445,1.4743020991570572,0.04951395801685885,12.770937025288282,97.85755247892644,0.994,3.160558320674354,0.48030783386202736,10.094416793256459,1
11.26073261319031,0.3007788445187718,0.548521058378028,9.448493627895326,0.039055631751340844,16.68521058378028,123.33704211675605,0.9987225778614075,2.9502225270053635,0.5365183153297578,9.767408423351212,1
6.79839213052608,0.2939035278315648,0.269678426105216,1.4422510172634881,0.05929968790738304,23.39035278315648,189.4064314778957,0.9939329522379796,3.330643147789568,0.5582894165053056,9.839035278315649,1
6.7,0.5093005883111541,0.2753390281197993,7.47373196838595,0.04779871867304516,8.266951405989964,177.59957289101504,0.9950573731968386,3.200042710898495,0.402690869509147,9.666951405989964,1
8.044617362356496,0.2809230439607251,0.4415391207854985,15.358463021767372,0.05973843516858006,33.384565941087615,177.0923043960725,1.0002135451199334,3.248769988903323,0.5716926043534742,9.018460879214501,1
7.431247459299282,0.48062413616175576,0.41312474592992815,7.740609501725618,0.15493701726686349,32.06249491859856,215.74993902318275,0.9968140544459787,3.118438846571381,0.6603120680808778,9.709378302910935,1
8.266743674855745,0.513591310766744,0.296443342918341,1.3337183742787224,0.06802772294806801,27.66512650288511,118.66743674855745,0.9957367216936528,3.186605060115405,0.8672519289036582,9.6986138525966,0
6.623351757661316,0.4288324121169342,0.4124066327580739,7.109451249032425,0.053686261331451,65.96346230362921,198.80302011975763,0.9955240663275807,3.18956316604435,0.5072994472701605,9.291977890806422,1
8.596498557593847,0.8944850973897491,0.0874871078116598,2.0998968624932783,0.06932338081709151,5.0,19.0,0.9956608859359933,3.3010710602231903,0.43250257843766804,9.921318066957085,0
7.510759049629931,0.2586072397039447,0.3778481900740138,3.6170961562911756,0.035338614255551036,29.569638014802766,167.0917477296462,0.9939984157233347,3.254904241815372,0.5424686652590484,10.946204751850345,1
6.464019923856896,0.3271960152286208,0.2224069733499137,14.932009961928449,0.06,37.8002490482112,162.0,0.9980999377379471,3.1476054790606462,0.46120348667495686,9.240074714463361,1
7.67802686552739,0.3688116604522691,0.29085201491455426,1.1695067163818476,0.04672869962713614,9.271300372863857,119.0,0.9936814797385121,3.072040354462285,0.377802686552739,9.803363246331767,1
8.469349097900961,0.4950177965070213,0.34176328601182565,5.855561919563932,0.055210653356836656,3.459763531485587,10.153254510495195,0.9961596097042144,3.310650902099039,0.5492721842653363,11.846745489504805,0
8.10481114196326,0.3554746518136481,0.3228608356472445,1.276202785490815,0.045928479108818886,10.071520891181112,119.0,0.9945510527017501,3.117386183833596,0.42048111419632594,9.616645125391074,1
6.8214431654842045,0.2761856115052651,0.22690719424736744,5.4068071938632905,0.05778556834515795,13.523712230105302,84.21443165484204,0.9946399182732885,3.026659856107371,0.4538143884947349,9.60474244602106,1
7.582594594720328,1.424221622746945,0.012183783695769657,2.169621621118684,0.12324972982905985,5.0,9.0,0.9950315243223629,3.479113513664395,0.42610810791950643,10.9,0
7.229892888340813,0.5081499563228626,0.12288217717489366,1.634517997533656,0.09395034247981814,15.850535558295938,149.8042844663675,0.9933725316967265,3.0640214223318374,0.581957155336325,9.618500436771374,1
9.713367926381958,0.34875648619661703,0.6792642696325576,3.7668396319097885,0.049608290092022556,18.17512972393234,120.95854953988723,0.9964350259447865,3.069077711962932,0.6194922165640595,10.143316036809022,1
6.840439219029204,0.2698535936569321,0.23007320317153393,4.969897962328316,0.05759560780970797,13.397071873138643,84.40439219029204,0.9945335403734364,3.017795031119705,0.46014640634306786,9.579414374627728,1
7.6,0.5221984014067604,0.15944514635816306,9.035855355113528,0.08581000385747455,22.657419105969385,176.17822611753826,0.9976590163716799,3.3364354776492346,0.4549306432947704,9.330096687089284,1
6.1350491977996,0.43440574862475023,0.40327933692416784,1.0485541175795605,0.04029265668117842,9.405147593398802,65.2700983955992,0.9901921604381155,3.2548554117579562,0.3837622994499001,11.735367165941078,0
7.243414785644951,0.4570914009214573,0.16314027230842854,11.362805446168569,0.05756585214355048,22.67438910766286,140.33719455383144,0.9978429514391852,3.2536036187682003,0.48217073928224763,9.343414785644951,1
7.831732447418608,0.5274732317531672,0.1380605705149161,3.953380226808338,0.07870521037120284,5.851126742269446,29.595493030922217,0.996878943597943,3.3070521037120284,0.4672478832992781,9.089323954638333,0
7.153626438491639,0.32,0.4004396577374576,7.836040128993334,0.0412175863094983,17.60879315474915,65.46373561508362,0.9922520861607258,3.1273844791675596,0.4053626438491638,12.089890823408021,1
9.595461224908911,0.32664897967042095,0.6306277552749261,3.1773061245445584,0.049755673468863865,17.73297959340842,120.2216326556807,0.9963465959186817,3.088237550952302,0.6460212243954948,10.202269387545545,1
7.2,0.4,0.62,10.8,0.0409999999999999,70.0,189.0,0.9976,3.08,0.49,8.6,1
7.745194571295327,0.47869104007461655,0.2187323084808228,11.851945712953277,0.08525560172414576,24.903891425906554,177.0,0.9989098171994404,3.305480542870467,0.4877505885367852,9.070961085740935,1
7.417683002416275,1.1726218983086074,0.01768300241627521,4.046645472212835,0.09505486973420965,5.0,13.646339951674495,0.9964585359806698,3.614085297825352,0.5506098014497651,10.788415012081375,0
11.369495972436635,0.5646330648291089,0.6457855849669258,2.2038417337927227,0.07269381051047426,9.807913310363862,47.0,1.0004334985961743,3.243084879173099,0.5653899194487326,9.04225907171995,0
6.497187100495825,0.941192528829936,0.06062994892910116,1.4160855683688605,0.13004278418443022,7.839144316311396,19.4195721581557,0.9950489303953892,3.3615411878086197,0.7317432948934186,9.548256705106581,0
6.7,0.4276931641843849,0.289531623620107,8.467213653407489,0.04460538468547593,8.976581181005349,176.53512822849197,0.9951567213653407,3.306487177150802,0.4630094003854547,10.37658118100535,1
9.530084609807398,0.6014107692963836,0.3815976916843561,2.499376925373425,0.08026969236674521,15.711615394457535,46.42946153518082,0.9982441923027713,3.2771784614072326,0.5314730767590411,9.428838460554246,0
6.1459919393073275,0.3587595163584396,0.48043887150302583,1.045991939307327,0.0648262427689973,7.832064485541384,66.16793551445862,0.9902918674442838,3.210801612138535,0.3996372593644912,11.516032242770692,1
9.06718072791294,0.34335903639564697,0.3773217967553261,0.9241489585612837,0.042241489585612836,14.637765621580746,61.06037239640321,0.9924965958342451,2.985356406489348,0.2914707553166097,10.381888281079037,1
6.62904099954752,0.6234082233529408,0.038882186642534386,5.0167672003619845,0.05875944865067903,7.027945333936641,30.02794533393664,0.9954469038655204,3.349161639981901,0.5051397266696832,9.77095900045248,0
5.091709392038116,0.46029243096680017,0.2588785082370114,1.678534806824472,0.046624359119428256,8.35122099431294,65.0,0.9919740427630894,3.6681941437534595,0.4862435911942826,12.748779005687059,0
7.030787610337675,0.2364582301392186,0.4664582301392186,2.620143360633861,0.0525069203658176,37.69212389662326,164.69212389662326,0.995715274337974,3.4930548675947906,0.5461575220675349,9.949307963418233,1
7.83633376010512,0.27007050461336307,0.21181668800525597,4.229988344902442,0.03760141009226726,123.09788486159911,223.93736744508243,0.9928975323385323,3.0503525230668154,0.43412690830405354,10.398589907732738,1
6.672733295455086,0.30961142207801484,0.4166256996755333,10.046761850650125,0.060584191883096765,63.220856655851115,182.22085665585112,0.9972987047402601,3.1327266704544914,0.5502590519479901,8.90129525973995,1
9.169592743513174,0.8458280574933084,0.289033481440485,2.9817918671488925,0.1577560175272856,5.0,15.179728495675448,0.9982516198939456,3.3527638035162695,0.5930877823053953,9.343312229973234,0
8.439930702926965,0.25846287109755833,0.24199653514634822,5.87827230414671,0.037369257421951164,123.44611386707325,217.78532168170594,0.9933037995115854,2.9923143554877916,0.41323316797560505,10.630742578048833,1
6.084597547198428,0.23768963207976432,0.3861435896390965,5.984481603988215,0.051154024528015714,37.69253066001964,199.46149386799607,0.9959754256414436,3.4615634339222,0.6261609811206286,9.723103679202357,1
7.983169696622429,0.2672467366034148,0.21915848483112144,4.6309634023150945,0.0375449347320683,123.18259790189755,222.44077039980985,0.9929963642188805,3.036233683017074,0.42904412588614665,10.455065267931703,1
7.752335215106825,0.19136185099694786,0.37785028226602385,5.542317722965454,0.040523352151068254,23.0,109.60213882477109,0.9943528699212996,3.1310017492141373,0.5002138824771089,10.339786117522891,1
7.253639328150394,0.3807139451003643,0.22783032363947828,2.2086230233232294,0.0676954100777441,27.71024580093996,47.94204916018799,0.9957576819664075,3.4386926259718016,0.5376819664075198,10.06954100777441,0
7.128691020462366,0.32,0.36303653069354974,9.307229792720376,0.03972146122774199,16.860730613870995,65.71308979537633,0.9929253424475161,3.1797488570290304,0.40286910204623666,11.81560122508603,1
7.163053021619826,0.4902406285818218,0.14807244155371735,11.061448831074348,0.05836946978380174,23.277102337851304,140.63855116892566,0.9977264268813487,3.274698581824796,0.4781526510809913,9.263053021619825,1
7.11336445261778,0.2861336445261778,0.2947971992643998,12.958826930981566,0.067,52.41289766335108,178.77327109476445,0.9979237700540889,3.082529910212044,0.5209308437905775,9.122672890523555,1
7.7065077326183244,1.333257086100882,0.01065077326183244,1.9934922673816757,0.10895296374384114,4.644974224605585,8.644974224605585,0.9956262628919623,3.4502963914447817,0.375148195722391,10.260953604290053,0
12.179107797417743,0.482462454180758,0.4653982644686936,4.55883023714008,0.07048133830387339,25.83955389870887,48.89303593247258,0.9979727127596424,3.078345477894766,0.5662562576365403,9.685571254021935,0
7.6,0.46318862921186704,0.22102056082239965,6.906372271558679,0.06990302178754676,23.68367601370666,174.89540498286667,0.996658415886636,3.3620919003426666,0.4626275701028,9.689286604797331,1
7.247277213625812,0.493269276683465,0.33602788170050846,4.088223053604067,0.03168720648535158,5.0,19.0,0.9923517430607876,3.308172225191443,0.3827944236598983,12.051667557432928,0
7.5281624170131645,0.2725299336105316,0.3743675165973671,3.3212389107762035,0.03507756374480253,28.87350331947342,168.04893293572405,0.9940767308765592,3.2871004714743544,0.5302863080907848,10.859187914934177,1
7.254371307646089,0.3267804499899859,0.38174852305843554,3.009381153923185,0.06644990153722903,18.315569614691334,84.40938115392319,0.9959718565382304,3.184904219205349,0.6099361461368993,9.559061884607681,0
6.650074365708288,0.9551264217040888,0.08166418780972375,2.5662700495557997,0.07631945173445301,18.167906095138125,31.833581219027625,0.9965332540099112,3.5166716243805527,0.5866418780972374,11.0,0
8.14081992699746,0.6279243499616897,0.7215646658555273,16.959338639538434,0.04309526609886913,59.965934387814464,232.37413365778906,0.999727886755892,2.9309526609886913,0.6604416768059084,9.44693997566582,1
7.220837924416986,0.5208269058162196,0.11292171685868463,1.5937706598764372,0.09820617552401656,15.895810377915069,150.16648302332055,0.9935020176808371,3.0658324151166028,0.5783351697667943,9.491730941837805,1
7.509308421121958,0.28877417225321544,0.2510783349294901,2.270599808461184,0.053122582774678455,12.16912488028824,86.66175023942353,0.9944215666985898,3.128479186618627,0.41906915788780424,9.5,1
5.330325082850105,0.47492782596314204,0.10075812707125263,1.3189531767813156,0.036530688949876836,11.0,74.07581270712527,0.9908905058176265,3.477725618786242,0.5377256187862421,11.169674917149894,1
7.271096297189435,0.30023259196739577,0.3980331858639703,1.205780740562113,0.03444518514052826,28.768770377515477,141.47973334940983,0.9920881528877099,3.17,0.42768770377515475,10.671096297189434,1
6.361799737221194,0.28658403153345674,0.22593206832248952,6.604684572351223,0.04821120420446089,6.0,113.7235994744424,0.9955608081156228,3.2638200262778807,0.4080441103670985,9.401561524117074,0
6.719507505743391,0.30317099967180616,0.37,6.490232513948237,0.05217072500820484,13.853625041024225,163.5731874794879,0.9961847496329177,3.246829000328194,0.3968290003281938,8.885362504102423,1
6.1238993692755415,0.2489967057115141,0.27846660659767064,2.8262653451487534,0.06130667868046588,42.50733753816306,164.03833483505824,0.9940469002703105,3.2019167417529117,0.5713866426390682,9.798532492367388,1
5.792781875424596,1.1080253452941746,0.08658172037909385,1.490233486797411,0.1671167433987055,7.09766513202589,19.048832566012944,0.9941220814150323,3.4838852532157283,0.5092995396077669,9.770700460392234,0
7.449238226844205,0.6672333793954718,0.1495267779440787,2.4323176357922733,0.06747553098908163,4.661588178961368,9.0,0.9964672091421518,3.371539704474034,0.5533841182103864,10.79847645368841,0
10.063049706865804,0.18438626779743336,0.4505362259211196,1.6073315064924216,0.036492249371855294,5.0,33.08462510469079,0.993652894694303,2.900155012562894,0.2867700083752628,9.786175230319724,1
6.9663678820643335,0.7583352007370979,0.013340802948391663,1.8332959852580417,0.0799977591154825,6.0,12.0,0.9962397310938579,3.480078430958112,0.5833856206387417,9.866760036854895,0
8.260941522513232,0.5884376609005292,0.20296947405238144,2.368753218010584,0.08225004290680779,17.0,44.562510726701944,0.996881255363351,3.299530955015696,0.4992188304502646,9.192188304502647,0
5.792371307636125,0.36167831232005254,0.3757279322762298,0.9061029538911003,0.03698474261527225,3.122059077822005,74.98474261527225,0.9904064081015856,3.28305147694555,0.34305147694555016,11.39694852305445,1
5.926098627554661,0.796392821582106,0.08621704117336015,1.6067443823995977,0.03946331774753454,4.0,10.56304931377733,0.9944081506256696,3.4382403558932393,0.5176538078576526,12.03607178417894,0
7.629253043775858,0.6914574421455445,0.03218876823994089,1.339004058367811,0.07278008116735621,8.902489854080473,20.14626521887929,0.9964853734781122,3.174387956566379,1.0502594054945442,9.23900405836781,0
5.807561992176538,0.2947458847442493,0.17584090430290406,1.2,0.058075619921765284,7.075619921765381,108.0,0.9928883181913942,3.225462804694077,0.5713037089969811,9.517861533249715,1
9.20623905206915,0.23640691469580155,0.3801553507056803,2.3570408294394927,0.03465622654014818,5.0,33.390628909975305,0.9927593635828721,2.9368754691970365,0.3112503127980243,10.459383601945667,1
7.43923384016694,0.20138707213355217,0.392153231966612,4.833024717162017,0.036411492397495894,32.43064639332239,163.1578612091817,0.9936765522807512,3.1225826043088394,0.5925363118831418,11.303830799165299,1
6.542022259626617,0.5011083494212347,0.0650426711551941,0.8650426711551942,0.035048719865344156,30.86723561540259,95.0,0.9908403413692416,3.0414615959603255,0.3913276438459741,10.704871986534418,1
7.792686666604161,0.31656995833606794,0.21661630554800274,1.1385665277868933,0.034530472222482664,4.759141666744799,55.0,0.9909391759722366,3.0264017222342026,0.335182833334896,11.349390555550347,1
7.2,0.580229789534727,0.09465073685149646,1.4534926314850354,0.08939705259401418,20.18566316634681,152.39522105544893,0.9943534376853281,3.130459579069454,0.5281433683365319,9.432536842574821,1
6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,1
6.686310892188258,0.280327148327996,0.22208352490635624,3.1964269293740895,0.04475591680310527,24.654756431246966,111.82737821562348,0.9937976496442348,3.2341670498127124,0.5158932676564777,9.786310892188258,1
5.82111923104261,0.5978880768957389,0.025577615379147784,1.6031889744865517,0.07808363333096405,6.147412820695074,13.147412820695074,0.9950080084359321,3.621672666619281,0.6141034871721971,10.217930256556059,0
6.81896452698797,0.3821088258856008,0.31155320951804544,1.275858107951879,0.04807737330241349,13.810354730120302,67.0,0.9922555848810244,3.0784467904819546,0.4823269425421803,10.48621283807218,0
