fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,color,quality
5.969314251133527,0.7253675199161109,0.28197336560870806,4.007942753400581,0.03125752334844699,6.693142511335271,109.0,0.9908936457972796,3.4284114493198836,0.45257523348447026,12.09506658597823,1,0
6.967287726973268,0.43261556041640314,0.3072877269732681,2.1,0.10469150907893073,3.775707576755773,7.448584846488454,0.9951964315277376,3.415327833443135,0.5777570757675576,11.15327833443135,0,0
11.878333043373608,0.44684935284059557,0.4601121655468081,4.201121655468081,0.0696413459865617,26.239102675625535,48.880448662187234,0.9978202498695181,3.0954295083688517,0.566413459865617,9.647820535125106,0,0
6.473385430787058,0.3272603968981185,0.2553229138425884,2.127396031018815,0.11857917909261123,7.201562923611747,110.73385430787059,0.9930193748305554,3.0638749661110602,0.46129165537035344,9.687083446296466,1,0
7.168182899610619,0.3374245187893805,0.3086361833982301,10.78787542343363,0.03815151755469026,15.772723667964602,65.54544733592921,0.9938439416769558,3.22863618339823,0.3924241222654868,11.348482445309735,1,0
6.936443616009053,0.26288723201810554,0.46880298236741,2.906691519728417,0.0410087977609958,6.728872320181055,120.90669151972841,0.9924588909599774,2.949154892807242,0.4879578751746523,10.290669151972843,1,0
10.347273244561862,0.5917967853580958,0.47293053909809035,2.1628874875333515,0.07161710682228618,14.269517803714363,46.910160732095214,0.9989652410981428,3.2964064292838082,0.5555080366047607,9.573048219628564,0,0
7.234107142355408,0.5948609691691422,0.515150510569631,2.0853826532762536,0.11127142861156733,3.048724489079155,8.951275510920846,0.9971904872448908,3.3314617346723745,0.5583061226210028,10.241530613105015,0,0
7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,1,0
6.47476662830035,0.24,0.3225633437470477,1.6751666940711782,0.03474499917786465,6.748999835572931,61.24966661185764,0.9907735664309879,3.3199733289486115,0.37245665954149365,11.675700115098948,1,0
6.189715729816656,0.642445651707945,0.015451505590221624,5.368227416146675,0.04323662245352183,7.61371236024446,30.61371236024446,0.9943339465155355,3.331588629192666,0.5080685618012223,10.210284270183344,0,0
6.6185542380698,0.6119578392761751,0.09,3.9,0.09294879226540248,14.5463855951745,29.907228809651,0.9959476384715278,3.450825296434295,0.588042160723825,11.05463855951745,0,0
7.706898143172089,0.5743453686785102,0.4406898143172089,9.422078673349741,0.20731064720269682,32.613796286344176,222.36555543613014,0.9976878671138555,2.972343984118793,0.7071726843392551,9.351032413876284,1,0
6.478563915679504,0.2941077063240372,0.24580253840593183,3.9571278313590086,0.041982048945993805,5.59820489459938,86.79461468379814,0.9932420222990159,3.3158922936759625,0.44785639156795043,10.961615594860557,1,0
6.491751572996682,0.5855537345362143,0.1536723665614631,2.5064410392425343,0.04568813679747512,8.844068398737557,56.229378932491706,0.9942083060180432,3.3638531053375416,0.4660565252744193,10.15502790738205,1,0
7.21237880258364,0.3990997234484627,0.6181431796124541,10.78705852457165,0.040977493086211465,70.30384333614387,189.10690784049507,0.9975794624411681,3.0789871888795206,0.48938105987081804,8.61350414827306,1,0
6.572702979767984,0.7663648510116008,0.014908119190719347,1.8763782121392099,0.07341730727164741,6.0,12.254594040464033,0.996162940185897,3.560183761618561,0.6249081191907193,9.962729702023202,0,0
7.290318465207509,0.42355414870948727,0.18935031172826003,1.906433093433791,0.06555032135247066,15.548407673962455,147.38726139169964,0.9925084459475326,3.051936306958498,0.6061273860830036,10.464458512905127,1,0
6.659045069262328,0.28819098614753436,0.2906657742418149,15.029522534631164,0.06,40.238063365779105,162.0,0.9974904841585552,3.2012373940471406,0.49533288712090745,9.971419009733731,1,0
6.8,0.3021648060288752,0.3295961368501772,1.2,0.042513733835739594,14.743133082130202,67.14862661642604,0.9916473347520758,3.0633763954783433,0.45513733835739595,10.763489278068644,1,0
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,1,0
6.123072086135959,0.32328697711985677,0.1911883714669054,2.8042034993291556,0.0345455117093023,4.776232570661892,85.44753485867622,0.9911023134966368,3.243078374159212,0.38881162853309464,11.488811628533094,1,0
9.199374502025515,0.8400469123480863,0.3304884567015444,1.9159046969952995,0.08352911406988585,6.7370067099932855,23.788979870020142,0.9966497185259114,3.210031274898724,0.5041891277008729,10.105197316002686,0,0
7.111680566545745,0.32,0.3375208498186184,10.31084657380101,0.03870083399274474,16.350416996372367,65.88319433454254,0.9933846247032649,3.2154708102539344,0.40116805665457456,11.628486232003201,1,0
7.454708961759517,0.5561883584703807,0.05784761311671294,1.723767169407613,0.07365022892543484,17.0,42.41255723135871,0.9958062786156794,3.3586546761376357,0.4830941792351903,9.030941792351904,0,0
7.3,0.3950631940207006,0.24232443147148233,6.32198043430081,0.0490414331077736,18.0,102.27387625492183,0.9933357863553156,3.119171337844528,0.5363061872539086,11.131530936269542,1,0
11.703846106976775,0.443158283032201,0.4517233705277296,4.117233705277296,0.06954068044633276,26.306213035778164,48.84689348211092,0.9977417307481395,3.108180476797851,0.5654068044633275,9.661242607155632,0,0
6.807068781668701,0.6250518528319088,0.045372274068213314,1.2985862436662596,0.05764656091656482,25.056550253349613,133.12723807003664,0.9927006692081973,3.17,0.39056550253349614,10.207068781668701,1,0
6.924802097073524,0.23744062912205738,0.3324010485367622,2.416820446466864,0.037120052426838114,19.0,67.06398427194857,0.9904496041941471,3.105679423304781,0.3824802097073524,11.98080471841543,1,0
6.647990113377975,0.29040197732440515,0.2867965396822911,15.023995056688987,0.06,40.09987641722468,162.0,0.9975250308956938,3.198197281178943,0.49339826984114554,9.929962925167404,1,0
6.5,0.28838338961179455,0.2451501688353837,2.6374118829974615,0.13424027013661394,7.838338961179457,111.24249155823081,0.9929263254543488,3.020207629852568,0.43272525325307554,9.794920324766647,1,0
8.254985175211763,0.4742003369594028,0.33054299188589015,1.27492587605881,0.06379466307623433,27.90029649576476,118.54985175211762,0.9952193477093175,3.1960118598305907,0.7778873316093914,9.910266846188284,0,0
5.864582282915279,0.4059354516847943,0.1444797443965965,1.2,0.05864582282915272,7.645822829152791,108.0,0.9929510405112068,3.1912506302508326,0.505730374647429,9.275525297610065,1,0
7.004454933692071,0.1944861231523956,0.3623290413040068,4.671238908688149,0.04453419173919864,36.636967108719524,161.94177396739983,0.993669519314132,3.0970886983699915,0.6049316165216028,10.972606578256094,1,0
6.825371712865923,0.4388478722460022,0.19086720860024486,1.2968285358917595,0.03787314143567038,5.968285358917595,56.0317146410824,0.9919741873578548,3.204925657426815,0.4625371712865924,10.787314143567038,1,0
7.54359758191912,0.2874830614773692,0.5963143606614376,1.60247290981291,0.058294376639468945,11.251693852263084,151.0,0.9938503387704526,3.0706741188533497,0.5274830614773691,9.4226964754134,1,0
6.257087324056561,0.40716507037737554,0.34728168985859703,6.685436620282807,0.05870095777357469,10.287380278303164,116.14174648113122,0.9951011661948121,3.2014952111321264,0.44440788707556533,9.685047888678733,1,0
5.855645355113762,0.27783601396779817,0.18525539464963311,1.2,0.05747446053503659,7.0,107.93817182765137,0.992834247152462,3.224744605350367,0.5759811687973393,9.604099650805047,1,0
6.005965060632426,0.5886876866608662,0.0002386024252970416,0.8011930121264853,0.037071580727589114,30.023860242529704,95.04772048505941,0.9903431444352538,3.100477204850594,0.40083510848853965,10.886876866608663,1,0
7.302886011650156,0.3798556994174922,0.23054834221352977,6.484559837671663,0.04995093780194734,18.0,101.98268393009906,0.9930344011373987,3.100288601165016,0.549336217320464,11.203463213980188,1,0
7.6,0.26500659751901146,0.3602275726145005,1.5817941908399584,0.03211378630725026,5.954485477099896,105.86345643129968,0.9929362796679398,3.1472691286259935,0.3997724273854995,10.422757261450052,1,0
8.27418323672116,0.3218775827839156,0.45887251449182587,9.676990252518786,0.03904693956959784,96.36631581042849,198.27703704441004,0.9958178323572581,2.992112280631905,0.436290838163942,9.771836258241265,1,0
7.2,0.5632672640863949,0.09204111755175307,1.4795888244824693,0.09983552979298774,17.83700579657776,151.61233526552593,0.9940428929886587,3.0965345281727896,0.5516299420342223,9.302055877587653,1,0
6.362734961961053,0.2697148410819952,0.5014452324598565,7.845236669484114,0.049712897295011965,35.17109535080287,199.91445232459856,0.9955518600473372,3.156007775147933,0.5388593643279809,9.411406356720192,1,0
5.702243599056299,0.5353645848466486,0.11005608997640749,1.5514022494101873,0.043039262983485246,11.0,75.00560899764075,0.991755216367806,3.4498317300707777,0.5098317300707775,10.797756400943701,1,0
7.1654925575091575,0.3940844384301412,0.6066899864678177,10.75070365358451,0.042281705006802645,69.55633288226059,188.5563328822606,0.9975802814614338,3.083450744249084,0.4939437077132392,8.619718538566195,1,0
6.677761513492101,0.6372996123526121,0.29682307335601427,1.2015884633219929,0.03009530779931957,17.8888075674605,75.96823073356015,0.9892257331058163,3.1650830826303773,0.5990469220068043,12.872996123526121,1,0
6.925303876671806,0.946696135311029,0.06716022152410321,2.1969060919128385,0.06465414399066709,4.17900553810258,11.179005538102581,0.9958985193354277,3.5317900553810255,0.6328397784758968,10.953701661430774,0,0
7.763940512298604,0.5036217488210256,0.18459107684479065,1.681970256149302,0.06405241641390977,23.026208206954884,153.1540892315521,0.9950492137537914,3.1548847590161118,0.47436059487701393,9.587211897540278,1,0
5.480626863561197,0.7384814922629557,0.09958119409316407,1.406282088602539,0.02899473129368814,4.0,10.340313431780599,0.9936374844739609,3.3914658206739254,0.45528776089856765,12.615185077370443,0,0
7.0315032797120205,0.6052745080431969,0.11954847695080348,9.902565369748018,0.06007080600239983,26.289379099640026,141.51770150059997,0.9972771677599039,3.343955881032398,0.44842483601439903,9.01575163985601,1,0
7.696421678781607,0.30068137955882956,0.2544803941596656,1.86235270084013,0.05193186204411705,11.913970438025082,87.17205912394984,0.9944896078831933,3.17100492699582,0.4003578321218393,9.5,1,0
7.116750046856168,0.26379318479993796,0.2439409099428394,3.127090806859271,0.05562068152000621,12.704431754287043,85.59113649142591,0.9942788181988568,3.039261374285493,0.4583249953143832,9.5,1,0
5.800985612881337,1.1242991992728277,0.0886969598337892,1.509772801246581,0.1688401275969388,6.934847991689461,19.0,0.9940703641689754,3.493484799168946,0.4786969598337892,9.793484799168947,0,0
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,1,0
6.923288995714318,0.543697702999977,0.13369963674288216,1.2753422008571362,0.05183555021428399,25.98631196571455,135.21920192285774,0.9925472585256571,3.17,0.3998631196571455,10.323288995714318,1,0
7.3,0.4385951051618133,0.2779414496778473,5.807512393542206,0.04627122058061188,18.0,103.0653655483966,0.9941905947922683,3.1745755883877624,0.49673172258016973,10.933658612900848,1,0
10.564396576181492,0.3921729493761791,0.7661260699432836,7.315964514555821,0.04558378209829851,18.861260699432837,123.77225213988656,0.9974604687943289,2.976335128393194,0.5191099144045374,9.854450427977314,1,0
5.462202525983202,0.25751107913444865,0.24177088409412084,2.007180367714305,0.039311012629916015,6.72246842520997,45.96651894487402,0.9912565550631496,3.225022158268897,0.4327753157479003,10.61674052756299,1,0
5.604556231337977,0.2923860942165506,0.2552008169300083,1.1951738222931176,0.07338339475286151,46.28687119872388,166.0,0.9947997300536311,3.3666216756051823,0.5361930471082753,8.833243351210363,1,0
6.018413896980939,0.3511048338188563,0.46257794557733145,0.9184138969809389,0.037014229541844676,8.852688824152489,65.1473111758475,0.9894600586083158,3.236317220603812,0.3562607249735192,12.026344412076245,1,0
6.898388750487533,0.19024168742687012,0.5969386259263119,3.977442506825456,0.037008056247562336,5.991943752437663,122.01611249512467,0.9925373516913272,2.9214501245612206,0.5882276255362858,10.40644499804987,1,0
7.20311304237232,0.3478208703393759,0.3463659122029633,1.219377391525536,0.03784434788138397,28.22490433897856,140.25603476270177,0.9921778907840685,3.17,0.42224904338978564,10.60311304237232,1,0
5.900533824125863,0.6582497594342007,0.027267874326128514,1.5819637702161444,0.07945357486522571,6.0,12.726787432612852,0.9952586768187349,3.6299466175874135,0.6227321256738715,10.059018114891927,0,0
6.963762707817293,0.5724478830253668,0.1107055077157424,10.314110154314847,0.06036237292182707,24.771779691370305,141.38588984568514,0.997437455926335,3.3270122891979605,0.4681881353908647,9.063762707817293,1,0
7.969547180518179,0.25313308019066727,0.362606290735757,2.3461182204351583,0.042408503258860565,9.286968546321214,101.28696854632122,0.9937130314536787,3.0427818872207273,0.710263394727455,11.243484273160608,1,0
6.728700103125539,0.936679628748058,0.08287001031255395,2.7592016500086314,0.0672870010312554,17.85199587497842,31.138996906233817,0.9961241187212433,3.4884298865619066,0.5556499484372303,11.028700103125539,0,0
6.647341888222822,0.3342193705923925,0.19789031470380375,9.411136570875085,0.059526581117771774,14.684387411847851,82.47341888222823,0.9956148854259522,3.1079071188293494,0.3957806294076075,9.836877482369571,1,0
7.10751845166241,0.32,0.33127767749361614,10.556411351917767,0.03845110709974464,16.225553549872323,65.9248154833759,0.9934970018051149,3.2242112515089376,0.40075184516624107,11.582702968286519,1,0
7.172779013753038,0.2952969135559821,0.395743456974536,5.017339508841968,0.05418812345776071,31.47030864440179,205.06935803536788,0.9953717386432225,3.368019012180678,0.5568313579567499,10.362375308447858,1,0
6.338560894247421,0.7785136774087928,0.06334490961479688,1.727642721160703,0.06715682682742265,11.610918173086718,69.72357278839297,0.9937707347760089,3.4005806374987264,0.5766550903852031,10.100347288443906,0,0
8.604860993539065,0.3987964060302058,0.1767013477386728,5.235300475233083,0.04803820561378881,27.68286997846355,66.04860993539066,0.9943851981250545,3.0614816068916637,0.5517130021536449,10.809721987078131,0,0
10.378813073481295,0.5466081699780041,0.5626866667930407,2.0568921570485896,0.06713082353833229,10.0,46.42756862819436,0.9989777601330853,3.3015188234625077,0.5375622222643468,9.496107188898224,0,0
7.9485184722117745,0.3428111208355272,0.3667740513837698,0.949703694442355,0.04148518472211775,33.275185972399825,116.9940738888471,0.9929005926111153,3.227425923610589,0.3549703694442355,10.472481402760017,1,0
6.974334433102018,0.2523003299306054,0.357167216551009,2.899760722744676,0.03835836082755045,19.0,66.69249175173486,0.990548668866204,3.092058030896945,0.3874334433102018,12.09225247447954,1,0
7.127318082531554,0.8714157949112873,0.01817879449789639,4.386340958734223,0.09609106027510518,5.0,13.09106027510518,0.9969635758899579,3.43003326052314,0.5672681917468445,10.972681917468446,0,0
7.756307684523979,0.4724676966665715,0.2262892254763061,11.963076845239796,0.08443323134522551,25.12615369047959,177.0,0.9989564922750007,3.304369231547602,0.4906399979762347,9.068738463095205,1,0
7.167065718778554,0.8861076816602562,0.0334131437557109,4.182036413969698,0.09432335703053614,5.0,12.832335703053614,0.9967988028436643,3.4317963586030302,0.5750299289083916,11.033532859389277,0,0
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,1,0
8.336862869308543,0.9057251051435156,0.09003945168623245,3.934511604973879,0.07773331221754763,5.4470569603718495,10.815685653457283,0.9983191352302707,3.4431371306914564,0.5029020042579901,11.184314346542717,0,0
6.034793940234796,0.3461726665741724,0.45025769673425703,0.9139175760939185,0.033452321223052355,9.0,64.89561817929561,0.9895021397614941,3.244871151632872,0.3541752728281755,12.030412119530407,1,0
7.6,0.21131346750270405,0.3502626935005408,1.2105077400216324,0.04076357584951317,6.973730649945919,106.0,0.9914420309600864,3.0623642415048673,0.44868653249729595,11.276357584951327,1,0
6.110051008778454,0.20351785307245884,0.34854335746168574,9.404515416604688,0.04140204035113806,37.849234868323194,200.94974495610774,0.9950241224210683,3.1410051008778455,0.4450255043892269,10.064821469275412,1,0
8.191929466770219,0.2610695402426948,0.5194750261605665,1.9146327062226982,0.05661351619726239,13.893045975730525,151.0,0.9943786091951461,3.0586679728375885,0.5010695402426948,9.374671891350355,1,0
7.726073264678561,0.2456529563040822,0.37,8.934749357076505,0.053608676092397944,21.043380461989724,159.97830976900514,0.9975723724291641,3.304347043695918,0.4543470436959178,9.604338046198974,1,0
6.642647238322337,0.30445381228382923,0.40502107763861567,10.00378176903191,0.06170167400517032,62.83403592128719,181.83403592128718,0.9972815127076128,3.1357352761677664,0.5536974584774472,8.918487292387235,1,0
6.852366387779023,0.2976183193889511,0.37190840305524436,4.746106996475051,0.05360305323149185,31.317557414806515,202.7618319388951,0.9951577862737956,3.380946555111609,0.5676183193889511,10.320610646298372,1,0
8.15197415338509,0.17994359561756887,0.4377961230077635,7.283601668320749,0.0445197415338509,23.0,108.74576967131766,0.9945384165712146,2.996837248506434,0.4145769671317665,10.425423032868233,1,0
6.540777248396075,0.3118445503207851,0.24927203693862607,14.970388624198037,0.06,38.759715604950934,162.0,0.9978600710987623,3.1687137433089205,0.474636018469313,9.52791468148528,1,0
7.994619928445672,0.5588337367742174,0.2628254091495395,5.614127045747697,0.06660534520821365,3.7219715307918975,11.082957296187846,0.9961437209256305,3.326928149501473,0.5636098576539595,11.639014234604051,0,0
6.521208400766834,0.8695782874785529,0.03981751213803013,2.8405919229139696,0.07636374797699498,16.115166396932665,26.21208400766834,0.9947549026173342,3.51036497572394,0.5367274959539899,11.155758319846633,0,0
10.915838228373886,0.5862196524693283,0.5542659080214187,2.137803475306717,0.07151213901226867,12.487860987731326,47.0,0.9997426590802141,3.2810982623466414,0.5637803475306717,9.373179148159698,0,0
8.383557901494148,0.19596026070837103,0.4189723688433843,1.583557901494149,0.04679447376867686,8.897236884338431,100.97944737686768,0.9939219000320972,3.0593834213060305,0.6446563179855984,11.106165786939695,1,0
6.880369118591481,0.24733724983944821,0.2492516766028074,2.963557057690223,0.03971040291662149,23.878523525634076,111.43926176281704,0.9939160251623408,3.288503353205615,0.5741107355774443,9.980369118591481,1,0
6.816175412744878,0.4971440463622466,0.12066555672856985,3.713816262719397,0.11577169019969424,14.0,31.54759922729589,0.9967277169019969,3.470429641726022,0.6502864278173479,10.813816262719397,0,0
7.561593811070046,1.2362646090769176,0.02688433225096734,2.2536247557198132,0.10665911074533677,5.0,9.0,0.9953591365473072,3.453912573284056,0.45760928339493007,10.9,0,0
6.082680850707944,0.30845957440707616,0.23942553199115477,2.236553191946929,0.034,69.14446809247829,125.97127659955774,0.9908057446800884,3.197980851066372,0.3719234042654873,11.03559574526552,1,0
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,1,0
8.11711050188355,0.1809396999461843,0.43256657528253245,7.131695758206896,0.0441711050188355,23.0,108.82047749596383,0.9945222298758746,3.0085414743676653,0.42204774959638225,10.417952250403617,1,0
6.236643032968553,0.2291857103784766,0.3471499863246681,0.7814289621523405,0.050307853821705106,23.95928551892383,111.0,0.9916997504786367,3.369185710378477,0.4385500410259957,10.967428415139064,1,0
6.5092549525117915,0.43453725237441043,0.37133178290424496,6.3792316960754665,0.05619639104474056,65.16478466758254,200.74266580729955,0.9951133178290424,3.2112415590227594,0.5107223514246463,9.42889405698585,1,0
6.004283096773785,0.6344692653226612,0.015642464516067628,5.485940362903673,0.03286964612903277,7.804469193549155,31.195530806450847,0.9934292364290329,3.299795150000079,0.5002234596774577,10.584730016128699,1,0
10.274591585674317,0.4278807286075629,0.4211241867736831,1.0549183171348635,0.055717811187401094,5.507026167335519,25.507026167335518,0.99489792988242,3.0552107850200656,0.4866160184871694,10.449297383266448,0,0
7.904703227904688,0.6488820432555469,0.6956463804645312,16.85380413719258,0.04311179567444531,62.05294265116406,231.57054841857033,0.999587638358132,2.938529927907422,0.67152917581375,9.421177060465626,1,0
6.622943491067042,0.7393396819169014,0.19836373375184227,1.5852378401737464,0.06663894851762028,10.868830473201127,66.24588698213408,0.993270773428633,3.3085237840173747,0.5057358727667606,10.418052574118986,0,0
6.003229848952005,0.5892894332305588,0.0001291939580802086,0.800645969790401,0.03703875818742406,30.01291939580802,95.02583879161604,0.9903325318139338,3.1002583879161607,0.40045217885328077,10.89289433230559,1,0
6.7,0.4184658074990078,0.2911363813045204,8.579546691316427,0.044244314206482914,9.05681906522602,176.41477140216097,0.9951679546691317,3.318522859783903,0.4698296205442116,10.45681906522602,1,0
6.7,0.5243629936616113,0.27271947936319807,7.290363555423863,0.048388117143280444,8.135973968159902,177.79603904776016,0.9950390363555424,3.1803960952239856,0.3915577872935917,9.535973968159903,1,0
7.794104490962025,0.3068975585157652,0.2562564452902186,1.6492265651737636,0.05131024414842348,11.780766603233602,87.4384667935328,0.9945251289058044,3.193205566127733,0.3905895509037975,9.5,1,0
6.5829703355229645,0.2922406773273166,0.37,1.6693983066817084,0.031653008466591456,5.7823305111361805,60.12932204454472,0.9903225347381506,3.245582627784045,0.38353389777276387,11.808194920045125,1,0
7.0031280479160065,0.5039051832293975,0.0,2.1892364497684453,0.06624655148379117,6.8923644976844525,13.892364497684452,0.9953282241884038,3.420450745439954,0.5832290650694664,10.803128047916008,0,0
6.393158984888185,0.33016297256900856,0.18104225788434591,3.5482092181341782,0.05237786639290719,25.82736406044726,112.41368203022363,0.9936188269807817,3.1520845157686916,0.4279476954664555,9.493158984888185,1,0
12.102700221076175,0.4515955815996883,0.4708990490902007,4.308990490902007,0.06977078858908242,26.152807607278394,48.923596196360805,0.9979212150994843,3.079033445382895,0.567707885890824,9.630561521455679,0,0
8.272123993264392,0.622449138417132,0.36775369295164884,1.3457374664421464,0.04979837734904975,28.573746644214637,187.17050134231414,0.9949829764999759,3.166508840606205,0.5171312667789268,10.037212399326439,1,0
6.85582125835929,0.19662681124610648,0.5160603908826514,3.381497617030063,0.03722089370820355,5.779106291796451,122.4417874164071,0.9922031968781204,2.9597608674766387,0.5414033841952192,10.57671496656284,1,0
6.084865820785353,0.3550919492471212,0.4718812149099495,0.9848658207853535,0.05150074893120704,8.321073433717173,65.67892656628283,0.9898933251515205,3.2230268358429295,0.37885437906702013,11.760536716858585,1,0
6.556209716247095,0.30875805675058104,0.2546734006864832,14.978104858123547,0.06,38.95262145308868,162.0,0.9978118446367278,3.172957671967951,0.4773367003432416,9.585786435926606,1,0
7.685789920255743,0.7136010521001664,0.05574580010656001,1.414386560340992,0.07428773120681983,8.71403359914752,20.42894960127872,0.9964571050398722,3.1828684880383613,0.9927802477399936,9.314386560340992,0,0
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,1,0
6.422514121291574,0.33333563779967035,0.21113261946358963,3.833909449917579,0.03622237585331135,4.888812073344322,84.77762414668865,0.9917336674809522,3.2366367086042858,0.3888812073344323,11.344336902682052,1,0
8.796402919209,0.3877623358386967,0.26779211672121017,2.955445255990691,0.06240560584784795,5.518481751996897,30.92607299201241,0.9957146861319891,3.1440560584784794,0.39406598543931737,9.288910948801862,0,0
7.679378536692321,0.2995968159713295,0.25417051884895125,1.8995377381258463,0.052040318402867054,11.937211086328654,87.1255778273427,0.9944834103769791,3.167131485611891,0.402062146330768,9.5,1,0
10.54216887289877,0.7393373345325923,0.41176285283334657,1.668547839202858,0.07752187609492656,6.383639770289798,24.84908068913061,0.9972539759928044,3.1428915563550612,0.5501268298623263,10.24654409188408,0,0
7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,1,0
7.3918102259440746,0.5183513127192277,0.11973058502133149,1.5863146016748335,0.10282112389950998,16.191810225944074,151.0,0.9939342671581609,3.0671228466108387,0.5594504375730759,9.209590511297202,1,0
8.241825769788926,0.2473381584515144,0.41011411061180786,1.4418257697889258,0.04502282212236157,8.011411061180786,100.80228221223615,0.9932486724064974,3.0540684663670845,0.5985933751814009,11.159315336329152,1,0
7.842710799788839,1.1001470967071394,0.07230943063217693,3.9327239268179994,0.1121997374594167,5.0,14.295140533192559,0.9970131967464696,3.5606419746997484,0.5532813239936651,10.360588386828557,0,0
8.66100273128256,0.2751048319027537,0.3916317226990821,2.9077848736293723,0.04586526890796328,16.567365546018358,104.0,0.9951785104831903,3.132552415951377,0.6004266176680725,10.198577941106425,1,0
10.0288740499795,0.5841109256247438,0.4222756446845529,2.0263865703092967,0.07029445371876282,14.441680578144219,46.26386570309297,0.9985847059921651,3.3103058801566982,0.5482218512494875,9.511663884371156,0,0
7.2,0.4,0.62,10.8,0.0409999999999999,70.0,189.0,0.9976,3.08,0.49,8.6,1,0
5.828929485304878,0.2872323713262196,0.18433942279573173,1.1951784191158537,0.057807136764634046,6.903568382317072,108.09643161768292,0.9929291801250183,3.2304821580884147,0.5771070514695121,9.528302886021342,1,0
6.6636903055327315,0.6219067534269149,0.04073014962841232,4.989047755573815,0.05998372412882316,6.981746259289692,29.981746259289693,0.9955346821073496,3.350547612221309,0.5049087312964484,9.73630969446727,0,0
4.945101427252002,0.6688631855427603,0.11564695718243995,1.1652956422634009,0.01640988354042204,4.0,10.072550713626,0.992711025469146,3.33523564986146,0.38031419981528025,13.311368144572398,0,0
7.566025591614277,1.4950639790356932,0.045865451320725704,2.1,0.13504647151782084,4.830127958071387,9.0,0.9949663945309433,3.4855608764360677,0.4144391235639322,10.849038387421416,0,0
6.679928411982396,0.2790053691013203,0.2734901566475795,4.359856823964792,0.044499105149779956,5.849910514977996,87.54973154493399,0.9940802020148768,3.3309946308986795,0.46799284119823964,10.735080536519805,1,0
6.346821680240399,0.26978717418072545,0.5036152254217637,7.783030204576107,0.049532064548186365,35.12769549156473,199.93615225421763,0.9955336321064572,3.1570204385301563,0.5391486967229019,9.408513032770982,1,0
7.333384183750716,1.1083918113133224,0.004441054416618997,4.283307908124643,0.09677794727916898,5.0,13.77794727916905,0.9966888210883325,3.581148401417191,0.5466615816249285,10.766615816249285,0,0
5.925198156697693,0.6221647926199918,0.0029920737320922597,0.844881105981384,0.03759841474641845,30.822820276325373,94.25198156697694,0.990580310414692,3.1486211981464995,0.40598414746418454,10.870079262679077,0,0
7.922340037077061,0.3143579263203214,0.2746922173313299,3.4804524675575723,0.03190501436516513,5.0,33.84916427247248,0.9914204403243804,2.9918997126966973,0.3479331417977983,11.468161399439452,1,0
6.482626103384155,0.314323455262183,0.25347477932316903,2.2567654473781698,0.12671097097805636,7.478783101524649,110.82626103384155,0.9929084867593901,3.041697351878028,0.453899117292676,9.76100882707324,1,0
7.2,0.4,0.62,10.8,0.0409999999999999,70.0,189.0,0.9976,3.08,0.49,8.6,1,0
6.005145787390411,0.7314150915323632,0.009742710630479417,1.9051457873904116,0.0664951404203196,6.0,13.0,0.9961009033451135,3.6127329914711184,0.6132475702101597,10.032475702101598,0,0
6.686241106126104,0.31192704676447497,0.4218358552200686,10.066058723037292,0.060082473201030405,63.39452850733562,182.39452850733562,0.9973064234892149,3.1313758893873898,0.5487153021570167,8.893576510785083,1,0
6.806927671265459,0.3426881233943798,0.3296084931018108,1.2277106850618378,0.045489449322073786,13.930723287345405,67.0,0.9920298938362274,3.060391506898189,0.4745029863225486,10.558433972407244,0,0
7.462231554770283,0.4449313734982406,0.12849346183743862,0.8524463109540567,0.03662231554770283,41.54206356890519,115.04892621908112,0.9930951073780919,3.203111577738514,0.34524463109540565,9.64579364310948,1,0
7.16305138509479,0.32,0.4145770776421857,7.2799682794073615,0.04178308310568743,17.891541552843716,65.3694861490521,0.9919976126024407,3.10759209130094,0.406305138509479,12.193565236042694,1,0
7.281471505258237,0.38,0.4071571684194123,2.2600667859572576,0.06547290740333928,21.51438112279608,84.0,0.9961073575262912,3.295719056139804,0.6392976403495102,9.72140471930098,0,0
7.41546934908522,0.6434390966335666,0.09395035109252103,2.44364623272348,0.06419891440041711,4.8591155818087,8.7182311636174,0.9960804964890748,3.3884530650914777,0.5542265325457391,10.970442209095651,0,0
5.207029288398704,0.44628930069444295,0.28441362814542753,1.5796891813725387,0.044894560674019424,8.433592348856218,65.0,0.9916396150636437,3.613829049754896,0.46894560674019425,12.666407651143782,0,0
8.630306528429175,0.3750472401327687,0.18560728495021173,5.332841692311843,0.04562087979922824,27.767688428097255,66.30306528429176,0.9940896058280811,3.0343397030088783,0.5432311571902746,10.860613056858353,0,0
