fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,color
6.575568299936728,0.38853409799620375,0.2224431700063271,3.90715953975957,0.037853409799620374,16.951136599873458,98.09772680025308,0.9902542723681923,3.257329510018981,0.5387954120227776,12.926704899810186,1
7.662796005377709,0.22088873055485012,0.35829386594963875,1.2372039946222906,0.04048815978489163,30.54265335125903,93.91469329748193,0.9912435549222194,3.138601997311145,0.6285306702518063,11.391469329748194,1
6.0,0.17,0.33,6.0,0.036,30.0,111.0,0.99362,3.32,0.58,10.138094661484296,1
7.831565219195556,0.4354376812797037,0.3574536235191853,5.804376812797037,0.031061014543874096,26.885942031992595,92.65782609597778,0.9917159956596615,3.1235014502376304,0.54,12.668434780804443,1
7.444631707038219,0.6899431950410836,0.013785268281528776,2.3757053656305755,0.07721473171847122,9.68926341407644,14.0,0.9952246317070382,3.482033707266879,0.6602821462522301,11.637852682815288,0
6.634701943204653,0.11796145672131134,0.3287754368799577,2.1081757304071913,0.028857194184029523,22.877543687995768,93.0,0.9910538807772818,3.3081613588789,0.687754368799577,12.061228156002116,1
7.344805785266059,0.3071654689246113,0.4311223050803754,3.1295108248087407,0.05008978440643003,39.32834531075389,76.0,0.9911029871275682,3.123507914123614,0.4780633129889116,13.261928045216193,0
6.75586901499384,0.2317833790086241,0.32793450749691994,2.0647859100369605,0.0391173802998768,29.4413098500616,83.5586901499384,0.9891951687409422,2.9894357730110883,0.4773249314870638,12.353047880049282,1
7.063461081459265,0.2665577242978514,0.35763461081459264,12.62692216291853,0.04739807189605192,33.58076648875559,199.52692216291854,0.9985526922162918,3.1156924539330353,0.4694615567416294,9.018269459270368,1
7.340454171576258,0.2740454171576258,0.35851135428940645,1.0851135428940646,0.02859545828423734,42.0,104.85113542894065,0.9893863414512144,3.015306977080091,0.3870227085788129,12.29579480025845,1
5.084341100690412,0.2819810499616438,0.4280189500383562,4.946322150652055,0.0296198104996164,31.0,127.38018950038357,0.9904695125214422,3.440990524980822,0.36,12.229715749424658,1
6.853889591324217,0.19347239783105424,0.29886135696347593,1.1808343869863256,0.02942503160958976,31.730552043378914,112.26944795662108,0.9909735288665525,3.1526944795662106,0.45808343869863255,10.946110408675784,1
6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,1
10.463959071556431,0.35639590715564307,0.47,2.6210890487071103,0.085,11.891095129288953,33.42178097414221,0.9986841215692144,3.309386283102935,0.7873465707757338,11.174849558627535,0
5.349415588430685,0.2586769485538356,0.4107784080369452,4.09883117686137,0.03316339302276575,21.373538971076712,127.62646102892329,0.9925789854051689,3.493969154338493,0.4806615257230822,10.789107131815616,1
7.0,0.35,0.3,6.5,0.0279999999999999,27.0,87.0,0.9936,3.4,0.42,11.4,1
10.482095674728743,0.35726347750904186,0.46099696366410214,2.5273652249095813,0.07544760813178142,5.0,16.363173875452095,0.9970656256660827,3.157263477509042,0.65,10.854730449819161,0
7.260628602764619,0.2943589698700291,0.32308519452032164,3.075516931545321,0.03284036383577482,22.308519452032165,93.0,0.9913042514411058,3.1602150575283625,0.6308519452032164,12.345740273983917,1
7.4961191329330745,0.24679602890223085,0.3069900722555771,14.994178699399612,0.051815433237565475,37.64079421955383,192.30099277444228,0.9983359205780447,3.0633980144511153,0.49038808670669254,9.430099277444228,1
7.337884487189881,0.24908226994261573,0.4690822699426157,1.2896474145316468,0.0431035258546835,35.0,125.7011752848945,0.9907470617877637,3.12402350569789,0.4829882471510549,11.890822699426158,1
7.495641312668808,0.32043586873311913,0.3365213770889603,2.5,0.07573847876012847,24.260688544480146,35.695724582207944,0.9941304941574105,3.2652220978435165,0.6526152123987147,12.360855083558413,0
6.960812948729243,0.25689424360216806,0.43162589745848734,15.814068396797733,0.04725690641104706,39.216258974584875,167.60812948729244,0.9983602287946527,3.0151381282209413,0.52,9.404064743646218,1
7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,1
7.006765848714201,0.34985122692869836,0.30067658487142007,4.918809815429587,0.0387144887443018,40.0,142.932341512858,0.9917584165645996,3.3191746420572783,0.4179702453857397,12.105278118001184,1
6.381388767866647,0.17930157347047398,0.3351150568895202,1.151150568895202,0.040581348341904626,39.11626966838092,118.0,0.989066960009718,3.2925595497428612,0.40930157347047397,12.960476397942891,1
6.0,0.28,0.27,15.5,0.036,31.0,134.0,0.99408,3.19,0.44,13.0,1
6.909281912351537,0.2362872350593853,0.38535904382423164,1.3742552988122942,0.061700532270784855,17.443085258907793,136.0,0.9927443085258908,3.304430852589078,0.47814361752969264,10.511382948218442,1
9.4,0.2834109661385096,0.5434109661385096,2.578812881846794,0.07668219322770191,6.0,17.552967795383015,0.9962894064409233,3.1776483897691508,1.036123237030433,11.865890338614903,0
7.8,0.5176583984594154,0.12070566402709826,2.167842773378497,0.080433037106762,8.76022460945929,17.76022460945929,0.9969246832030811,3.3528067382837787,0.6203528320135491,9.859663085811064,0
6.907537956686862,0.770803959745456,0.0453768978343431,2.3,0.06053768978343431,32.51256326114477,47.23115510828284,0.9949360299205104,3.504623102165657,0.6061306935030293,12.402512652228955,0
5.7090498927016675,0.20222954057734854,0.4568654701524847,1.7256067840414397,0.029222954057734854,24.64459081154697,112.42163675381212,0.9899940846371459,3.1899341348038632,0.33198682696077264,11.444590811546972,1
6.864600168322836,0.3556733539061243,0.3376400112215224,4.121333707384079,0.018314665170463682,56.88200056107612,119.27533202415573,0.9898,3.285899971946194,0.37140661242930856,12.707866629261591,1
6.456156082108953,0.2416816700456927,0.3365165154586994,7.889789483022807,0.043819818550439205,31.303303091739867,111.0,0.994226035937659,3.2743843917891047,0.5539339381652026,10.703903813989443,1
6.979755864839561,0.26569684748854006,0.25329094575343797,1.7556968474885402,0.0374430315251146,39.8860630502292,150.0,0.9921860630502292,3.244933871050424,0.5596185117809418,11.22405901735102,1
6.437669703072916,0.2563699676844847,0.426986188647478,5.2356156331962715,0.031616456069682025,21.664384366803727,85.32876873360746,0.9907274631205518,3.1997945930123355,0.5195891860246711,12.697261240164474,1
6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,1
7.27172171409026,0.3104788992296036,0.29669327217942243,2.170923548707588,0.03495211007703957,64.99201834617327,156.01596330765346,0.9916,3.258882568464258,0.59,11.702394496148019,1
6.557459971439047,0.1525054585725164,0.2924053857138828,1.4055676857167032,0.04438973800016918,54.296215428555314,146.75946142861173,0.9920445414857336,3.3290647742838613,0.4416703057150109,10.677729257133187,1
8.963650050398297,0.3649924722809369,0.4527149546415331,2.4249623614046847,0.05550075277190631,13.0,27.0,0.9950509200403187,3.300904984880511,0.880904984880511,12.858974571614478,0
5.43394627367924,0.38385289431698244,0.09146818020943276,1.329816117896228,0.03857340901047163,42.76605372632076,119.0,0.9899100028766207,3.388073552841509,0.3931654938933947,11.842659098952836,1
6.387691791698049,0.1475383583396096,0.43753835833960963,1.187691791698048,0.043,66.50767166792193,149.50767166792193,0.9906950767166792,3.1387691791698047,0.7287691791698048,11.2,1
7.157466610048876,0.2128733305024438,0.4017816673743891,14.652008294408603,0.04146549978768329,44.945416843597265,129.41091663128054,0.9992619364529345,3.3457466610048874,0.46523168860606046,9.313800084926685,1
5.731393699143567,0.30686063008564335,0.3113936991435663,4.351149593148531,0.032825432922920963,22.0,86.0,0.9903092023784786,3.284885040685147,0.4427873982871326,12.139511788009928,1
6.451159166929375,0.3114584772942216,0.34731487879743184,9.946522499211875,0.032805536360770354,43.682871969935796,127.68287196993579,0.9938332837419322,3.2641435984967897,0.4070830454115568,11.458451553400483,1
7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,1
6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,1
7.15499729833833,0.2066261482062097,0.373500810498501,1.4625067541541747,0.034749864916916506,12.5499729833833,64.72501350830835,0.9898879956773413,3.2087520262462523,0.3917504052492505,12.452512157477514,1
6.443253290262197,0.24459024088638126,0.3181084430087399,2.275662279650404,0.029513245593007997,36.18915569912601,92.0,0.9904989651352061,3.27,0.5786506580524394,12.07024012921341,1
7.4,0.16,0.3,13.7,0.0559999999999999,33.0,168.0,0.99825,2.9,0.44,8.7,1
6.608670495723263,0.20109827692453172,0.2777167623930816,2.5,0.04097687726477946,40.0,152.77167623930816,0.9918374276752043,3.3731502871792447,0.5305491384622658,11.514161880345922,1
6.0,0.29,0.41,10.8,0.048,55.0,149.0,0.9937,3.09,0.59,10.9666666666667,1
7.726648739764548,0.20382702227315402,0.2466972889780195,1.7052431125117355,0.026063783704552562,25.968108147723715,189.06378370455258,0.9910382702227315,3.093713496478802,0.7320270369309292,12.08086488863423,1
6.405340503144027,0.20257923038726422,0.3680633843098114,1.6,0.03053755895398739,12.365610261503145,62.806338430981135,0.9897817194869248,3.2682805130751573,0.5608685150613834,12.407511790797484,1
6.527761566543702,0.31050437703320066,0.26233430600737795,1.6883284699631105,0.026955814935300783,17.7444768669126,79.25552313308741,0.9901619549817466,3.269116298706016,0.44511046266174803,12.151104626617482,1
7.7,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,0.56,10.5,0
6.38685399876494,0.205526485696642,0.335526485696642,1.32105942786568,0.036789405721343205,45.0,124.3420542910074,0.9899462984589426,3.2713146001235063,0.400261628730222,12.1526485696642,1
6.5,0.23,0.39,1.9,0.036,41.0,98.0,0.99,3.19,0.43,11.9,1
9.505948761056661,0.5339780404528545,0.39,2.611897522113321,0.07333831643471884,21.0,57.31970720603806,0.9972407108659626,3.290186092286808,0.7562080518339533,11.289963400754758,0
7.1255351341598665,0.18627675670799332,0.3193937296955953,7.669686484779765,0.041376605402479595,54.3116972987602,187.53031351522023,0.9960380886475758,3.3086162164600332,0.5031597837203914,9.980955676212073,1
5.814528387980661,0.34970943224038675,0.28941886448077353,3.179660256827074,0.03370943224038677,40.97094322403868,151.02905677596132,0.9911927358060096,3.35,0.5805811355192264,11.641081806922989,1
5.9,0.34,0.31,2.0,0.03,38.0,142.0,0.98892,3.4,0.41,12.9,1
7.474137999695727,0.4074608362695883,0.36609718180435125,3.3263323633044295,0.03304388727217405,22.95611272782595,121.52194363608703,0.9909829154541305,3.2182915454130536,0.5313636544652371,12.60877745443481,1
8.9,0.38288704221009257,0.4158787321555092,2.2577408442018516,0.06569036623192595,12.144352110504629,27.855647889495373,0.9948802092954706,3.2772176055252316,0.7716528165756943,12.715481688403703,0
8.434186178259667,0.34262021652117813,0.43974414652209975,1.9658138217403327,0.08181781847836105,6.0,12.0,0.9945630702417348,3.3002558534779003,0.651310108260589,12.086898917394109,0
10.40483561385417,0.3256479475312478,0.6198452109062449,2.7516438614583087,0.08366150703020817,5.048356138541691,22.0,0.9996936164952083,3.257582193072915,0.7549904029479242,11.180657544583323,0
14.912166733389546,0.2135931790886095,0.45197726362869833,2.2159696848382646,0.07579848424191322,9.960075787904339,24.159696848382644,1.000024049262138,3.0751901475724357,0.8372053051533037,9.263878739353057,0
6.1,0.24,0.26,1.7,0.033,61.0,134.0,0.9903,3.19,0.81,11.9,1
7.019563051810578,0.25956305181057804,0.3521747792757688,2.858689155431734,0.03536941362674047,22.0,112.0,0.9901838926870195,3.1919563051810576,0.3790218474094711,12.472840163231243,1
6.471265894046454,0.25884622148596403,0.4607918432671828,4.1085981604065935,0.03663347461374619,24.640271891093906,190.6402718910939,0.993207238704937,3.506402718910939,0.47561087564375626,11.284163134656344,1
6.170519753040588,0.3473409567821029,0.28,6.429480246959412,0.034431600823198044,45.21580041159902,151.56839917680196,0.9922920623663232,3.3051060288119314,0.4556839917680196,11.427359670720785,1
6.995522323685582,0.2971890622366822,0.2934825892104806,4.587188630930077,0.02867412946052393,14.67412946052403,79.34825892104806,0.9911867908548725,3.2029104896043723,0.545273659736248,12.241542406576434,1
7.064682598134992,0.22058730392539969,0.28882539214920067,2.741190441119005,0.040176982841030176,39.470634803730015,120.47063480373002,0.9913423492157016,3.0541190441119004,0.618238088223801,11.111746078507995,1
6.946086654822043,0.22836958407362232,0.418652166370551,7.573043327411021,0.0438652166370551,28.134783362944894,151.8652166370551,0.9953786949733496,3.167304332741102,0.5783695840736224,9.680870017766935,1
7.54596240926406,0.409192481852812,0.29941449928386266,11.728128882523222,0.03518102031997552,40.77994629894866,167.22005370105134,0.9954161503629437,3.108997314947433,0.4498048330946209,10.925908708212717,1
7.330072889931218,0.22544791909716203,0.34780625437489165,4.95447919097162,0.053219374562510746,39.46343757291486,112.69104161805676,0.9936148624504179,3.1208135433680133,0.5215447919097163,10.462614624651755,1
7.712222492480946,0.1952430471099704,0.43817363982610064,1.0390278115601186,0.035438887537595234,27.085417173401776,80.39027811560118,0.9923914582826598,3.118895767457769,0.637319468092083,10.339027811560118,1
6.714477575019791,0.20839502216811806,0.37847363233306947,7.922895515003958,0.05016835879968332,29.92368161665347,144.77104484996042,0.9945320995566377,3.296341301162576,0.543209955663764,11.152636766693055,1
7.6,0.52,0.49,14.0,0.034,37.0,156.0,0.9958,3.14,0.38,11.8,1
7.0815905978891776,0.3526362391556711,0.3589543587335067,5.094550433773156,0.021209128253298667,38.81590597889178,114.18409402110822,0.9907263471020054,3.135228206332467,0.50656846189974,12.607952989445888,1
7.06075391877615,0.31215078375523,0.4865663456149136,13.391700849910343,0.04835096506179022,40.08679131253736,167.91320868746266,0.9973569843248954,3.0743395656268677,0.5121887818716379,9.747545231313508,1
6.2619616646016185,0.20374230949430883,0.33374230949430883,1.2496923797723536,0.03750307620227647,45.0,124.87730715170736,0.9901282844315805,3.2838038335398383,0.4163192145512205,11.974230949430883,1
13.589762373721431,0.2676915392568505,0.6323051308561685,2.456406841141558,0.0878203420570779,9.358982897146106,26.56406841141558,0.999633338883145,3.1533322233710064,0.7951288028002274,10.225627364566233,0
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,1
8.543612109809027,0.31636565751591444,0.42836269315923997,9.425403342930167,0.038091043834394295,28.30910438343943,123.38179123312113,0.9956090302745226,3.196908956165606,0.43218060549045134,11.080029643566744,1
5.448763908080533,0.33205155240047374,0.2884639716042635,7.15134152810422,0.023436086680331588,44.0,128.79484475995264,0.992409000582846,3.34358758079621,0.3817937903981051,11.194897478045004,1
6.348210513632692,0.3541597526204072,0.2787603710693891,2.1438018553469456,0.03529201236897964,16.292012368979638,100.14600618448982,0.9916269969077551,3.3722588249469343,0.7012396289306109,11.529201236897963,1
7.500344300317499,0.25989670990475044,0.43226759728568853,1.7749139249206254,0.03873881023968127,36.003443003174986,127.25086075079375,0.9934541564642222,3.4299311399365005,0.4774225324285628,10.325430375396872,1
7.536843136591033,0.32543856211363226,0.3603516335000905,2.4631568634089676,0.04,28.543856211363224,114.54385621136322,0.9912087712422726,3.129298692522781,0.52,12.256143788636775,1
7.7,0.28,0.33,6.7,0.037,32.0,155.0,0.9951,3.39,0.62,10.7,1
6.051246167737754,0.2747129717958015,0.2977681308758747,2.6421450470069976,0.038198263557657444,19.06608785255248,73.0,0.9887795015329048,3.1248753832262244,0.41669560737237593,12.83553626175175,1
5.838151882640258,0.2530924058679871,0.2687282705786581,2.70375111654568,0.03358188470524388,61.872827057865806,135.16376941048773,0.9900672461179024,3.19,0.6732570942676901,12.045471176310969,1
6.69978305585159,0.22778018826831567,0.36336225921978793,1.8334056480494698,0.040661604636537105,41.887924692673735,98.0,0.9906637237077737,3.2121981173168432,0.43221981173168433,11.456037653663133,1
7.8,0.26,0.49,3.2,0.027,28.0,87.0,0.9919,3.03,0.32,11.3,1
7.403262001610165,0.1439347599677967,0.6632721806279646,1.639347599677967,0.04039347599677967,26.803262001610165,103.39347599677967,0.9912104587631881,3.09360855980678,0.4688582994364421,11.114780797423736,1
6.298998593603641,0.2679399156162185,0.26206008438378153,3.7547926867389343,0.027793991561621788,54.0,127.19599437441457,0.9903621173559748,3.2745207313261067,0.5244205906864707,12.481401968954902,1
6.7953150709113785,0.19476575354556894,0.40630856161360773,14.403029111251573,0.04010743151591767,46.07714040340194,129.1845719193196,0.9978948143926905,3.3095315070911377,0.6055654100218407,9.857027393632933,1
9.946431803743895,0.34806168624912803,0.3816827961266568,2.4,0.08258678548740409,5.21938313750872,17.21938313750872,0.9966917886233695,3.1765814941252617,0.7553039060041855,10.907136392512207,0
7.6,0.2,0.3,14.2,0.0559999999999999,53.0,212.5,0.999,3.14,0.46,8.9,1
6.723870139042045,0.8216071611725446,0.04313774201961096,2.269970875383746,0.05896246359422968,31.962463594229682,47.96246359422968,0.9952585567930017,3.510240534499718,0.5697594655002824,12.236188110190461,0
7.755656860413391,0.4310644723113051,0.3665632585812712,5.7572079816943225,0.03238138654462882,27.068734828374577,93.06873482837457,0.9917979196045787,3.166186134553712,0.5386253034325085,12.675608311212033,1
7.2,0.23,0.39,14.2,0.0579999999999999,49.0,192.0,0.9979,2.98,0.48,9.0,1
6.5,0.3,0.32,2.0,0.044,34.0,90.0,0.99185,3.37,0.68,11.0,1
5.947555819690711,0.22420200819587674,0.35579799180412325,1.684040163917535,0.03815636147525775,14.0,72.36808032783507,0.9895919877131031,3.1253091557422654,0.42788281147422746,12.042343770515451,1
7.481879019103157,0.2836241961793686,0.3372818528654736,4.118455585964207,0.028362419617936764,35.954697547757895,115.95469754775789,0.9909257039783229,2.999060490448422,0.4113590735672632,12.35436294269053,1
6.508311923868133,0.16,0.4196915142747251,1.1729220190329668,0.04829220190329668,39.135389904835165,122.13538990483516,0.9904446100951648,3.1113538990483516,0.7026135333076919,11.408311923868133,1
5.828284094182948,0.24759467323406975,0.3264142047091474,12.404452775104073,0.04108017755886425,43.12026633829651,127.20044389716085,0.9956056096684214,3.2404230826523643,0.5203786929362789,10.295769173476355,1
6.7,0.48,0.32,1.4,0.021,22.0,121.0,0.9889,3.15,0.53,12.7,1
8.69611692667026,0.52875839573684,0.2523154316165428,1.7918504420193306,0.0583648130525241,31.364813052524163,47.36481305252416,0.9961908916380623,3.3548513936562823,0.7251486063437175,11.220182189291078,0
12.24881692440653,0.3352602766305633,0.6002839381424327,2.651656305830857,0.08752602766305628,12.0,29.50236615118694,0.9996497633848813,3.1451656305830857,0.9932727096335346,10.30236615118694,0
10.444719556021512,0.24,0.4421121775913949,1.8,0.07589439112043025,6.0,21.44719556021513,0.9976,3.232112177591395,1.033415866806454,10.8,0
7.064097674357282,0.23119674418809058,0.36100406976488675,6.135902325642718,0.049540569767084146,43.339755814106795,170.89959302351133,0.9945980732557679,3.2657910465172493,0.5169877907053397,10.522008139529774,1
7.0,0.3,0.51,13.6,0.05,40.0,168.0,0.9976,3.07,0.52,9.6,1
6.540009100959398,0.16400091009593973,0.3754984073321055,1.4299954495203013,0.03814974972361658,22.649977247601505,87.0,0.9897725034128598,3.099499317428045,0.5160036403837589,12.235002275239848,1
6.47980163602562,0.31380195203845984,0.34835642312820436,9.860595091923141,0.03249307306153859,43.708910578205106,127.7089105782051,0.9937796442088974,3.2654455289102553,0.4023960959230804,11.498811396217919,1
11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,0
5.11179251600866,0.3291867230338855,0.22012199154491718,1.5979668075847138,0.027024398308983434,17.987800845508282,88.98780084550827,0.9893046356787069,3.507844816039796,0.3800406638483057,12.494713699720256,1
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,1
5.433288496678333,0.2966953621258663,0.2666550091363668,2.499946196014001,0.03200134509964998,12.66711503321666,100.33342300664333,0.9905602474983356,3.46,0.5567088131223661,13.099973098007,0
6.461817690708847,0.3234181228850618,0.2510545847432922,3.00981715048858,0.03261817690708848,29.0,98.7236353814177,0.9900225807966744,3.113818230929115,0.4082909385574692,12.403636731968366,1
8.112718181947894,0.3160591176428622,0.3685176738116703,2.3834751337012845,0.07634751337012848,16.944917112337617,42.94491711233761,0.994280259625779,3.332033155064954,0.7683475133701285,12.582624331493577,0
6.931348497616771,0.2254232331744514,0.3820373677788402,1.4,0.03851722175405173,30.77116165872257,113.22883834127742,0.9912457676682555,3.105078798093417,0.4662696995233542,10.8,1
6.77366132721599,0.3908924485226733,0.31982151029546535,1.6790160183520297,0.030491075514773265,41.245537757386636,104.0,0.9899705354691136,3.2580800915397377,0.5586155606533416,12.37901601835203,1
7.0,0.36,0.32,10.224595006480609,0.045,36.22402219341952,132.55195561316097,0.9935122402219342,3.09,0.33,11.661201109670975,1
5.612401997751665,0.12165359970022202,0.33,2.9516749906319384,0.04366928005995559,21.0,73.04133999250556,0.9889839771956531,3.173927299288027,0.32186029966274976,12.912401997751665,1
7.3168540512133475,0.41662918975733043,0.36483135390798693,6.56404328301313,0.04483145948786652,29.337081024266958,122.0,0.9927528107682002,3.2085394563346825,0.3919102665773522,12.347189231799781,1
5.927262417666863,0.4436425493998824,0.14726997804449674,3.118023737558561,0.041909125274443786,26.90912527444379,159.72737582333139,0.9933362742864461,3.458182505488876,0.5218137143223072,10.527300219555032,1
5.728767533454997,0.18257535066909994,0.2961369739963501,10.290137273418498,0.029287675334549883,28.128767533454997,130.871232466545,0.9953433422852798,3.4410683372871014,0.4225753506690999,10.761369739963502,1
6.355246128649948,0.2827266775850228,0.31517487095499824,2.3930051618000703,0.03186010323600135,36.482512904500176,92.0,0.9900941321917898,3.27,0.5610492257299895,12.334261614050158,1
9.00452111707899,0.2563243168003856,0.34459950312755316,1.2229975156377657,0.028414739141965406,30.885012421811172,93.22997515637766,0.9915977002484363,2.9633463976747607,0.3872481367283243,11.322997515637766,1
6.3,0.23,0.21,5.1,0.035,29.0,142.0,0.9942,3.36,0.33,10.1,1
11.573754081127868,0.40982105055314455,0.5390456029501044,1.5077544760304025,0.0948389454978301,22.00596498156185,41.005964981561846,0.9973273927198806,3.0219087940997915,0.7597614007375261,9.917894944685544,0
6.4,0.22,0.38,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,1
10.279360555915138,0.4241278888169721,0.44976020846817727,2.0595204169363543,0.07417442223660557,6.801598610212151,20.0,0.9958782415287666,3.14,0.7761119027148506,11.1,0
6.879357274951153,0.36206427250488465,0.32761436497069196,3.7252173238765236,0.01923856350293081,58.444990753419276,116.31644574364992,0.9898268355425635,3.315092632583039,0.4095425401172323,12.679357274951153,1
7.137585631477892,0.34496574740884317,0.3100685051823136,2.249657474088432,0.03487243105566324,35.751712629557844,114.62414368522109,0.9898260618303258,3.156172931669897,0.5414812049903084,13.048972422265296,1
6.7611654900571265,0.3390514630681344,0.4064228053977984,2.809783046874739,0.03567588295454925,48.29051463068134,164.35474268465933,0.9930192684161935,3.3597235113635224,0.701314328835168,11.132411704545074,1
11.116461205921146,0.3065033539535394,0.4622312364905465,3.0795911902755364,0.08680542967866038,53.78639412685036,79.35918238055108,0.9993113995676974,3.336312998435439,0.7834966460464606,10.764081761944892,0
6.649025788259729,0.25942425976242534,0.32134632282320363,10.678830945911674,0.04022099331795656,22.86536771767964,91.73073543535928,0.994492462656072,3.138941547295584,0.4343268385883982,10.97502196701647,1
11.058855846758409,0.29131430858661633,0.47,2.0394292575984894,0.06569145220617019,15.86856914133837,32.37714361955388,0.9979122306985553,3.229200160106314,0.719028670542004,10.562285638044612,0
7.6,0.2,0.3,14.2,0.0559999999999999,53.0,212.5,0.999,3.14,0.46,8.9,1
6.659836959502758,0.32654687414295713,0.29751019003107765,9.159836959502758,0.03975101900310776,18.449796199378447,105.55020380062155,0.9929434456623094,3.1720489121491724,0.3479918479751379,11.820489121491727,1
6.445757110967412,0.17130734602764033,0.2771904031520218,1.4901949047926977,0.03696731634930899,20.0,98.03268365069101,0.9915477061588944,3.4465997032166866,0.4154242889032589,11.03595201576011,1
6.375925470295377,0.3765555282177227,0.2424074529704622,3.1485167871224364,0.03665555282177227,16.551850940590757,98.89629811881849,0.9908611865703021,3.3172223589113865,0.6106668306936639,12.327776410886134,1
7.284528948787773,0.13696197304550206,0.2727074339621397,4.708297358485587,0.0791877698113581,34.07735525606113,172.07735525606114,0.9938966940700764,3.2388958544470303,0.3988958544470304,11.1,1
6.465425891197892,0.30506800083535646,0.2288475297065964,7.816105899551456,0.042474588284432645,25.852541171556727,157.0,0.9957,3.383965645191556,0.6149319991646436,10.035934125509238,1
7.198869204871412,0.21602261590257177,0.34792649831664174,3.878134188037829,0.05219604221704994,40.59943460243571,168.20169619269288,0.9946991519036535,3.3642600828795755,0.45607915565900126,10.359660761461424,1
6.6,0.26,0.21,2.9,0.026,48.0,126.0,0.99089,3.22,0.38,11.3,1
6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,12.8933333333333,1
6.4,0.22,0.38,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,1
6.463020941533389,0.2833854151209516,0.2596875092742905,2.704687360885642,0.014877602852808829,36.16927075604758,100.0,0.9906163020941533,3.266770830241903,0.38492187731857264,11.716927075604758,1
6.557880719718786,0.27395367612654653,0.33447017992969635,2.1447017992969637,0.04110596401406073,34.28940359859393,89.71059640140608,0.9916908280207734,3.3352715681687286,0.6279073522530931,11.0,1
6.9,0.25,0.26,5.2,0.024,36.0,135.0,0.9948,3.16,0.72,10.7,1
6.77760035011369,0.24760035011368955,0.4631204201364274,1.3791971990904837,0.04288001750568447,34.7760035011369,125.7760035011369,0.9904927922974989,3.1591195448522034,0.5068795798635726,11.808804551477964,1
6.0,0.28,0.27,15.5,0.036,31.0,134.0,0.99408,3.19,0.44,13.0,1
6.553918467963546,0.22940090591151616,0.3828108709381939,1.8820271773454846,0.037258097585816066,41.239637635393535,98.0,0.9901791291324566,3.1959909408848386,0.43059909408848385,11.780181182303231,1
8.173172664432833,0.1533534169458957,0.46390359865970066,2.6262248271902946,0.05025622318813423,24.134136677835826,189.93293166108208,0.9947317266443283,3.471831297654476,0.4694498182861951,10.980482006701497,1
7.570798238874583,0.19342960374678136,0.3058403522250832,12.462495213037734,0.05439390313810202,55.993180515355164,212.71901320844063,0.9981823506884884,3.1458403522250835,0.4819013208440622,9.046008805627082,1
5.483098919365855,0.19173496561618628,0.30483996070421293,2.868950049119734,0.031241998035210643,22.0,111.31049950880266,0.9901379000982394,3.321005093327494,0.3524199803521065,11.70364936144346,1
8.909073436309857,0.44636582046126794,0.3147527582440949,2.516082572023835,0.08290206430059588,14.839174279761648,33.0,0.9986891454496729,3.4523091707737814,0.7538454146131093,10.625876141964248,0
6.953768453444448,0.26051929554629594,0.29,2.0358456356296326,0.03658961408907408,37.41038591092592,102.0,0.9904364296793723,3.1920266769240757,0.5497150995962979,12.10804195949998,1
7.551942108361314,0.45520183843911155,0.2012947389075428,2.1974105221849145,0.07088347349832115,17.01294738907543,33.50647369453771,0.9962660168197985,3.428057891638686,0.79635947585292,11.053236847268858,0
10.559186728753744,0.4626506169970041,0.6074472991854404,2.4591867287537448,0.0960504551805572,5.704066356231276,15.295933643768723,0.997270406635623,3.1077560186261235,0.6570406635623128,11.563253084985021,0
6.249466848385124,0.23804265212919004,0.2970106630322975,2.4405748415965323,0.03390746412260823,42.29893369677025,106.70106630322975,0.9910358720436124,3.217437184324198,0.5211386194198677,11.009253587739174,1
6.483989519286768,0.2269378749757339,0.31946631730955893,2.221347307617643,0.02842694615235276,36.05336826904411,92.0,0.9906863517887191,3.27,0.5867979038573535,11.948031442139696,1
6.91001500733684,0.37349774889947396,0.32899849926631597,8.857698847213133,0.03375187591710502,37.4499249633158,131.8998499266316,0.9928901050513579,3.130493246698422,0.3794917459647379,11.83497748899474,1
